@timestamp,airqualitysensor.telemetry_co_unit,airqualitysensor.telemetry_co_value,airqualitysensor.telemetry_no2_unit,airqualitysensor.telemetry_no2_value,airqualitysensor.telemetry_o3_unit,airqualitysensor.telemetry_o3_value,airqualitysensor.telemetry_pm10_unit,airqualitysensor.telemetry_pm10_value,airqualitysensor.telemetry_pm25_unit,airqualitysensor.telemetry_pm25_value,airqualitysensor.telemetry_so2_unit,airqualitysensor.telemetry_so2_value,airqualitysensor.timestamp,airqualitysensor.uuid,measurement_name,tag.host,tag.sensor_type
2025-04-04T08:00:00Z,ppb,1.6,ppb,44.0,ppb,29.3,µg/m³,5.5,µg/m³,11.5,ppb,15.6,1743753600,56145a72-623e-4736-8320-6b8f2d45fec0,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T08:15:00Z,ppb,1.8,ppb,45.1,ppb,20.0,µg/m³,13.1,µg/m³,8.3,ppb,19.1,1743754500,559b233b-ceb3-4c9c-bf02-6f0c8bf4faf5,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T08:30:00Z,ppb,1.6,ppb,41.5,ppb,13.8,µg/m³,10.3,µg/m³,5.4,ppb,17.1,1743755400,3e62c61f-5164-4cc4-8b61-0331e48b10c3,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T08:45:00Z,ppb,2.3,ppb,63.9,ppb,22.8,µg/m³,24.5,µg/m³,10.7,ppb,19.0,1743756300,5d5bd655-bb91-4c49-bf7a-4e649f3baf15,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T09:00:00Z,ppb,1.9,ppb,48.2,ppb,13.1,µg/m³,9.7,µg/m³,9.2,ppb,13.7,1743757200,6fc130c7-243d-49de-9d44-4466e5517a60,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T09:15:00Z,ppb,2.1,ppb,77.4,ppb,30.6,µg/m³,17.4,µg/m³,4.4,ppb,8.4,1743758100,8dbe2d38-aaa6-4faa-b741-18f20e5f6e4d,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T09:30:00Z,ppb,1.0,ppb,49.4,ppb,14.0,µg/m³,20.8,µg/m³,9.9,ppb,19.0,1743759000,8b743ae4-e23d-4fe1-b73f-df8f3775eae1,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T09:45:00Z,ppb,1.3,ppb,50.6,ppb,34.9,µg/m³,5.3,µg/m³,12.7,ppb,11.0,1743759900,497cc3a5-3009-4ebf-8b7a-2a4871bc2b07,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T10:00:00Z,ppb,1.2,ppb,66.6,ppb,11.6,µg/m³,10.5,µg/m³,3.1,ppb,9.3,1743760800,af872c78-3263-41c0-b55c-b2372ba6ffc8,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T10:15:00Z,ppb,1.2,ppb,31.0,ppb,10.7,µg/m³,9.4,µg/m³,3.4,ppb,12.7,1743761700,70558fc9-76db-4b5e-8023-6802e674bf4e,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T10:30:00Z,ppb,0.7,ppb,27.3,ppb,35.8,µg/m³,23.1,µg/m³,3.1,ppb,9.6,1743762600,9527f07f-e0ff-4b17-8a04-a1c623dd2e1d,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T10:45:00Z,ppb,1.6,ppb,33.1,ppb,38.3,µg/m³,8.3,µg/m³,11.1,ppb,11.0,1743763500,8727f485-77ee-4c3c-a573-91e4b328ee04,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T11:00:00Z,ppb,1.4,ppb,59.9,ppb,32.3,µg/m³,16.6,µg/m³,4.0,ppb,14.0,1743764400,e586ffab-273e-4487-9dfc-4b6cf957f5fb,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T11:15:00Z,ppb,0.5,ppb,69.3,ppb,32.5,µg/m³,11.7,µg/m³,7.5,ppb,11.1,1743765300,cdc9168e-fc61-4c6c-b145-6636a8ffd603,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T11:30:00Z,ppb,2.1,ppb,57.1,ppb,39.1,µg/m³,22.7,µg/m³,9.1,ppb,6.3,1743766200,61b4105d-1c82-46fb-a7ad-b2faaf3b0d64,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T11:45:00Z,ppb,0.5,ppb,44.8,ppb,16.7,µg/m³,20.6,µg/m³,7.5,ppb,12.5,1743767100,b66ef2b9-9eb8-46e0-a080-9a8ba240cde4,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T12:00:00Z,ppb,2.3,ppb,43.9,ppb,32.2,µg/m³,9.6,µg/m³,12.7,ppb,6.1,1743768000,14172b73-2185-4947-857c-d8a304d737c5,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T12:15:00Z,ppb,2.1,ppb,70.9,ppb,36.4,µg/m³,9.5,µg/m³,14.6,ppb,7.5,1743768900,9a4a2702-9416-4b85-85f8-b00ec7ce78b2,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T12:30:00Z,ppb,1.4,ppb,24.5,ppb,24.1,µg/m³,6.9,µg/m³,12.2,ppb,7.8,1743769800,5176ea9f-5a6a-4b57-a412-31b4ada5d1f0,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T12:45:00Z,ppb,2.5,ppb,71.2,ppb,29.8,µg/m³,6.6,µg/m³,7.3,ppb,18.6,1743770700,6f8a0be4-e3ef-4fb5-84a4-fb88d980e419,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T13:00:00Z,ppb,2.3,ppb,77.2,ppb,36.1,µg/m³,10.2,µg/m³,4.0,ppb,11.2,1743771600,23b5d3ee-7099-4a33-991e-daec09802dfd,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T13:15:00Z,ppb,1.2,ppb,31.6,ppb,28.0,µg/m³,10.0,µg/m³,13.0,ppb,19.4,1743772500,581be2d2-7119-434d-ba25-2a8671a0c0ae,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T13:30:00Z,ppb,0.5,ppb,64.5,ppb,20.3,µg/m³,23.0,µg/m³,11.5,ppb,16.7,1743773400,33dc2c7e-7754-4be1-8af5-2fb516fbf5af,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T13:45:00Z,ppb,1.8,ppb,23.8,ppb,38.7,µg/m³,23.7,µg/m³,4.0,ppb,10.7,1743774300,09a2e282-8fe9-4bd7-9ed0-8d796253105f,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T14:00:00Z,ppb,1.3,ppb,61.8,ppb,32.3,µg/m³,21.8,µg/m³,6.5,ppb,16.8,1743775200,247c726c-bbaa-4125-b022-b4573cd37680,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T14:15:00Z,ppb,2.2,ppb,78.5,ppb,27.7,µg/m³,20.5,µg/m³,6.7,ppb,11.1,1743776100,cf155588-22a4-45e5-bad2-6fe41dcd2220,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T14:30:00Z,ppb,2.1,ppb,68.1,ppb,26.5,µg/m³,5.9,µg/m³,9.0,ppb,9.7,1743777000,4cc47b89-719f-44d4-b73f-a300c0e0cc96,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T14:45:00Z,ppb,1.4,ppb,31.3,ppb,15.0,µg/m³,7.3,µg/m³,9.7,ppb,19.0,1743777900,364d6981-3676-4a03-be8f-2ad3f5235ba3,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T15:00:00Z,ppb,2.3,ppb,25.9,ppb,27.1,µg/m³,11.1,µg/m³,10.0,ppb,6.8,1743778800,82dd0781-55bc-41a4-bedc-0ac904ae0de8,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T15:15:00Z,ppb,0.7,ppb,32.3,ppb,28.3,µg/m³,8.6,µg/m³,7.9,ppb,17.1,1743779700,17bb70da-70e9-480b-933b-9b6cd43d67e6,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T15:30:00Z,ppb,1.5,ppb,55.6,ppb,17.4,µg/m³,23.7,µg/m³,5.0,ppb,6.9,1743780600,f9813e81-6043-46bb-9ce2-3198d9a5e384,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T15:45:00Z,ppb,1.3,ppb,52.1,ppb,32.5,µg/m³,18.8,µg/m³,8.1,ppb,19.7,1743781500,1076db94-92b1-4751-a070-425afe25e42a,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T16:00:00Z,ppb,2.4,ppb,52.4,ppb,15.7,µg/m³,16.3,µg/m³,4.9,ppb,6.0,1743782400,ea5073c3-386d-423c-a230-23f01caec23a,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T16:15:00Z,ppb,1.7,ppb,30.9,ppb,31.3,µg/m³,6.4,µg/m³,8.5,ppb,6.1,1743783300,6931fe6c-9149-4e2d-80ae-3e956456bf99,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T16:30:00Z,ppb,1.1,ppb,22.3,ppb,29.6,µg/m³,15.3,µg/m³,14.6,ppb,13.3,1743784200,f131bce8-c2db-4f11-ac2a-53fc22869779,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T16:45:00Z,ppb,1.8,ppb,62.4,ppb,14.3,µg/m³,7.4,µg/m³,11.2,ppb,17.9,1743785100,c98cda7b-9768-4bd3-a677-5a4625cae468,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T17:00:00Z,ppb,2.4,ppb,29.8,ppb,14.5,µg/m³,16.5,µg/m³,11.0,ppb,7.5,1743786000,71b0d891-d31f-4352-8e2c-78ee96a41d99,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T17:15:00Z,ppb,2.3,ppb,72.4,ppb,19.9,µg/m³,19.2,µg/m³,4.1,ppb,7.9,1743786900,6e3cead1-b92c-4b74-b71c-3518050a42ce,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T17:30:00Z,ppb,0.7,ppb,35.2,ppb,35.3,µg/m³,20.5,µg/m³,14.3,ppb,13.1,1743787800,3f218377-cdb8-487e-8d23-df97e9b7c9de,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T17:45:00Z,ppb,1.5,ppb,76.1,ppb,14.8,µg/m³,10.4,µg/m³,11.4,ppb,5.6,1743788700,15fc734c-dba0-4d4d-bc5f-1ffd8b9e3199,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T18:00:00Z,ppb,1.8,ppb,27.8,ppb,30.7,µg/m³,18.1,µg/m³,7.1,ppb,7.0,1743789600,817053af-428a-48b5-9298-49374fc7d5c2,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T18:15:00Z,ppb,2.1,ppb,69.4,ppb,28.4,µg/m³,24.9,µg/m³,7.4,ppb,13.6,1743790500,415c205e-5a1b-4a8f-9756-cff25639cac5,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T18:30:00Z,ppb,2.2,ppb,56.6,ppb,14.5,µg/m³,10.4,µg/m³,14.4,ppb,6.5,1743791400,4778450e-52ee-448a-804c-b47c5884b957,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T18:45:00Z,ppb,1.2,ppb,20.2,ppb,17.5,µg/m³,8.5,µg/m³,11.1,ppb,9.6,1743792300,047b2a64-1e30-4aeb-af0c-0dcb0b719c04,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T19:00:00Z,ppb,2.2,ppb,58.6,ppb,39.0,µg/m³,19.4,µg/m³,14.1,ppb,16.1,1743793200,abe82e76-ae6e-4459-b4b3-d33b54f4d854,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T19:15:00Z,ppb,1.3,ppb,44.8,ppb,20.5,µg/m³,20.4,µg/m³,13.0,ppb,14.7,1743794100,2aeaf52b-af4a-40b1-843c-d8eed856123e,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T19:30:00Z,ppb,2.1,ppb,52.1,ppb,12.7,µg/m³,8.3,µg/m³,6.7,ppb,6.2,1743795000,098bda3c-34a9-4832-a683-5ef1f33670ad,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T19:45:00Z,ppb,1.5,ppb,48.2,ppb,33.1,µg/m³,20.2,µg/m³,13.5,ppb,11.5,1743795900,1eb907fc-91ca-459a-a7b3-3f9c8dca1a30,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T20:00:00Z,ppb,1.9,ppb,37.3,ppb,11.5,µg/m³,7.8,µg/m³,4.0,ppb,16.5,1743796800,1629f475-dcc0-4912-a448-e303995bd55c,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T20:15:00Z,ppb,1.6,ppb,78.8,ppb,19.6,µg/m³,13.7,µg/m³,10.0,ppb,5.8,1743797700,9d86d58c-4c49-4d71-92d1-4a2bd1efd111,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T20:30:00Z,ppb,1.5,ppb,47.0,ppb,29.8,µg/m³,13.4,µg/m³,11.7,ppb,18.0,1743798600,5016a860-ebb5-4971-927b-b88cce06b610,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T20:45:00Z,ppb,0.8,ppb,67.4,ppb,34.3,µg/m³,13.8,µg/m³,3.8,ppb,5.9,1743799500,2d15a7de-bff0-4695-ac05-4048d47bc24d,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T21:00:00Z,ppb,1.6,ppb,36.2,ppb,37.4,µg/m³,7.7,µg/m³,10.7,ppb,5.8,1743800400,8c2fd79f-d33e-427d-bbb8-81122a4eb000,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T21:15:00Z,ppb,1.7,ppb,40.5,ppb,14.4,µg/m³,6.5,µg/m³,8.0,ppb,8.2,1743801300,0d883657-c11e-4d7f-86e2-391b2f6d33f0,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T21:30:00Z,ppb,2.3,ppb,35.7,ppb,22.3,µg/m³,23.1,µg/m³,5.9,ppb,11.3,1743802200,ab5f9344-d1c7-4550-9db6-adfc6434b963,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T21:45:00Z,ppb,1.6,ppb,78.0,ppb,24.2,µg/m³,24.2,µg/m³,8.2,ppb,17.5,1743803100,5cde2f2c-2269-4121-8713-fd3907dbff5f,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T22:00:00Z,ppb,1.4,ppb,66.1,ppb,32.4,µg/m³,17.6,µg/m³,8.1,ppb,13.9,1743804000,8a5c8dde-db5f-486e-873a-c900b5020e0e,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T22:15:00Z,ppb,2.3,ppb,62.6,ppb,27.8,µg/m³,23.3,µg/m³,8.7,ppb,11.2,1743804900,41f5554d-578c-4da6-af18-8c731a01762f,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T22:30:00Z,ppb,1.0,ppb,57.6,ppb,30.9,µg/m³,17.7,µg/m³,12.8,ppb,16.2,1743805800,aada3652-f2f8-4fad-a65c-d7affa203336,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T22:45:00Z,ppb,1.2,ppb,30.7,ppb,23.7,µg/m³,15.4,µg/m³,7.7,ppb,19.0,1743806700,e6e165d6-01d2-4153-ae47-bc980afcd590,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T23:00:00Z,ppb,2.2,ppb,31.3,ppb,27.6,µg/m³,12.1,µg/m³,12.7,ppb,16.5,1743807600,7982d7ec-37b7-486b-9a15-8501da7964a3,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T23:15:00Z,ppb,1.1,ppb,46.3,ppb,15.2,µg/m³,6.2,µg/m³,3.7,ppb,12.2,1743808500,7934a3ed-d47a-4ea0-a93e-cbed59a19e61,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T23:30:00Z,ppb,1.7,ppb,52.1,ppb,10.6,µg/m³,16.7,µg/m³,10.2,ppb,10.9,1743809400,343aafec-a5e4-4ca4-ad9a-2f9373630026,airqualitysensor,air_host_001,airqualitysensor
2025-04-04T23:45:00Z,ppb,2.1,ppb,60.6,ppb,32.3,µg/m³,5.0,µg/m³,5.6,ppb,18.0,1743810300,4fcebd84-e54a-46f5-b0a4-fe460ad3ad6b,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T00:00:00Z,ppb,0.8,ppb,77.7,ppb,13.6,µg/m³,18.0,µg/m³,14.8,ppb,9.2,1743811200,64e6ad5e-838a-4f23-993d-d4bd2a23ec32,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T00:15:00Z,ppb,0.7,ppb,42.2,ppb,18.3,µg/m³,7.3,µg/m³,11.5,ppb,16.4,1743812100,5f96702e-d840-4097-bd8e-146181302043,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T00:30:00Z,ppb,1.3,ppb,34.3,ppb,16.5,µg/m³,13.8,µg/m³,14.7,ppb,13.5,1743813000,bed24359-751b-408a-af65-db26b1fd2183,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T00:45:00Z,ppb,1.3,ppb,65.9,ppb,23.2,µg/m³,19.8,µg/m³,6.2,ppb,19.8,1743813900,9ebe28ec-d9c1-4d0d-abb0-c3022332d8d7,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T01:00:00Z,ppb,0.5,ppb,33.0,ppb,11.9,µg/m³,6.8,µg/m³,9.1,ppb,15.5,1743814800,160582d5-d1d3-4ead-8d3a-554f441dd0ed,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T01:15:00Z,ppb,1.3,ppb,24.1,ppb,38.3,µg/m³,13.0,µg/m³,13.8,ppb,9.8,1743815700,12818f24-029f-4f6e-8f7d-536eb9ed2147,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T01:30:00Z,ppb,0.6,ppb,36.4,ppb,11.3,µg/m³,13.1,µg/m³,7.8,ppb,16.4,1743816600,bfb765a1-bda3-4a65-9ff4-192aa1cf82b5,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T01:45:00Z,ppb,1.8,ppb,75.7,ppb,28.6,µg/m³,20.1,µg/m³,3.7,ppb,14.3,1743817500,c4709275-6d71-43ce-8750-9b4565ed2418,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T02:00:00Z,ppb,1.5,ppb,36.3,ppb,35.5,µg/m³,24.1,µg/m³,14.3,ppb,7.9,1743818400,1eac2488-d1a9-4ff5-bf8b-5b57d3721975,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T02:15:00Z,ppb,1.6,ppb,32.9,ppb,15.3,µg/m³,5.6,µg/m³,10.0,ppb,8.7,1743819300,2750c861-6e55-4599-aa8e-3292d99d5922,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T02:30:00Z,ppb,1.6,ppb,61.0,ppb,10.7,µg/m³,13.0,µg/m³,13.5,ppb,5.0,1743820200,6659ad0a-dd3f-47c3-95ef-057d1e3d9244,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T02:45:00Z,ppb,1.5,ppb,77.9,ppb,34.2,µg/m³,11.0,µg/m³,10.5,ppb,5.6,1743821100,d44fd466-93af-453f-8370-345b589be774,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T03:00:00Z,ppb,0.9,ppb,63.2,ppb,37.8,µg/m³,22.6,µg/m³,7.1,ppb,18.4,1743822000,f6cf936a-6c77-46d8-94cc-c2379266ed53,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T03:15:00Z,ppb,0.5,ppb,28.1,ppb,21.2,µg/m³,11.3,µg/m³,8.4,ppb,18.3,1743822900,49ae3ace-ba65-469a-b561-f364fd7144d6,airqualitysensor,air_host_001,airqualitysensor
2025-04-05T03:30:00Z,ppb,2.0,ppb,39.7,ppb,21.8,µg/m³,23.9,µg/m³,5.4,ppb,17.4,1743823800,1fe2aa38-7c5c-4e1a-a7e9-f94f3ef53412,airqualitysensor,air_host_001,airqualitysensor
