@timestamp,temperaturesensor.telemetry_temperature_unit,temperaturesensor.telemetry_temperature_value,temperaturesensor.timestamp,temperaturesensor.uuid,measurement_name,tag.host,tag.sensor_type
2025-04-04T07:15:00Z,°C,24.88,1743750900,4e617918-8bf4-45c0-a211-6f1332c1534b,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T07:30:00Z,°C,27.29,1743751800,d0fa322e-9512-4e5e-8db1-4553badc2cbc,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T07:45:00Z,°C,24.34,1743752700,1c9a3546-1d1d-4fda-b0b1-e247beb3c67d,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T08:00:00Z,°C,29.76,1743753600,9e5c0102-df62-48ea-a7f0-487f4578400e,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T08:15:00Z,°C,32.09,1743754500,bad31f19-9c20-4843-8d41-50cb492c81eb,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T08:30:00Z,°C,33.34,1743755400,74122fd0-f1e1-4886-bb86-d1c914515c08,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T08:45:00Z,°C,26.12,1743756300,1c453b56-1c5f-4d3c-9897-81228166c7c7,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T09:00:00Z,°C,19.0,1743757200,65a05958-0577-499f-9164-8f7b97f33099,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T09:15:00Z,°C,19.56,1743758100,a03f1471-c0b4-4421-8619-b47ec2960489,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T09:30:00Z,°C,34.16,1743759000,9c1e2892-af72-4c96-8424-f60734bd0955,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T09:45:00Z,°C,33.78,1743759900,2ebd8360-e9c5-4d91-a19c-54623f303531,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T10:00:00Z,°C,31.59,1743760800,fc9f6ce3-57ab-446b-b951-e675915390da,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T10:15:00Z,°C,33.21,1743761700,c090195b-f050-408c-937b-86ef04c1bef3,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T10:30:00Z,°C,33.93,1743762600,2b8e4a20-bf8c-4652-9f55-6df9f35e3844,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T10:45:00Z,°C,27.43,1743763500,0e7f51aa-dc75-48cb-9c33-cff55ecf3f6e,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T11:00:00Z,°C,19.6,1743764400,13b2362c-6d91-473b-a3d4-e10db8ef3aa3,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T11:15:00Z,°C,18.82,1743765300,985ca309-a38b-4c98-9c9b-ccee7721b98e,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T11:30:00Z,°C,20.39,1743766200,5f1597dd-4e32-4fa2-9c6d-b78917e0d349,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T11:45:00Z,°C,25.81,1743767100,8e49f2a3-e3f5-44d2-9d4d-898f243aeef7,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T12:00:00Z,°C,32.37,1743768000,26e5e7c7-3a7f-4dac-9313-0b20b04ef7e6,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T12:15:00Z,°C,21.94,1743768900,c2f8ad10-e0bc-418f-b098-671f97f0dd0a,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T12:30:00Z,°C,30.3,1743769800,d28fb6a4-e6b9-4a7d-a9ca-eb27473bbf2d,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T12:45:00Z,°C,18.3,1743770700,d87b572d-ca99-4e65-856e-71b8921509de,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T13:00:00Z,°C,20.14,1743771600,5ad3691b-0ed8-4050-9e5e-537f24436b30,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T13:15:00Z,°C,25.85,1743772500,112b3dfe-56c3-4678-907e-c569960ef300,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T13:30:00Z,°C,31.25,1743773400,0703f2c1-00dd-4470-94e4-6f1bbbd06881,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T13:45:00Z,°C,29.01,1743774300,f5b26171-a47b-4ce1-a76d-9e8f2aa8e26a,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T14:00:00Z,°C,30.08,1743775200,576c6ae7-cd67-45c6-86b9-bb31375879a0,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T14:15:00Z,°C,20.52,1743776100,a45e30cc-5998-4305-980a-3da1607ab137,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T14:30:00Z,°C,28.32,1743777000,ae873be4-3e78-44f3-b94d-af26d44e8ab1,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T14:45:00Z,°C,22.67,1743777900,10809778-d296-4ec2-bae1-fa337d408a2c,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T15:00:00Z,°C,32.54,1743778800,83cd05a5-5c99-47e2-b21d-9f48095a124b,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T15:15:00Z,°C,22.4,1743779700,ac0d0ded-5c34-40dc-8a93-2f37ce9d5158,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T15:30:00Z,°C,26.11,1743780600,a1402f46-d628-4da5-8238-860fefdeddac,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T15:45:00Z,°C,21.05,1743781500,8f2a591f-a785-4271-b98a-9d3340f47028,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T16:00:00Z,°C,31.55,1743782400,abbb6c18-f605-4a89-b5c5-5e19a3729336,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T16:15:00Z,°C,19.18,1743783300,58229762-f3b2-4ad1-ab4f-f021f055e087,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T16:30:00Z,°C,21.16,1743784200,08075143-d099-410e-9b57-4b97b985c565,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T16:45:00Z,°C,29.49,1743785100,328e6e61-dcff-410b-abf1-64e3bab7cbc9,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T17:00:00Z,°C,24.61,1743786000,5c637204-b60a-44ac-bfac-7cd405efb71f,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T17:15:00Z,°C,18.05,1743786900,896c1cc3-3b45-4fc0-8e82-3e13fe3ef961,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T17:30:00Z,°C,31.03,1743787800,c60b2e9a-b173-4e20-94a8-3481d30de56b,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T17:45:00Z,°C,33.87,1743788700,da29adea-f689-47f0-92d1-a887d1a1b1c7,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T18:00:00Z,°C,27.28,1743789600,7240c3a2-b5ff-4190-9edc-4aacfc62917f,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T18:15:00Z,°C,21.2,1743790500,1e4d5278-437e-4bb7-8690-fa63384376a1,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T18:30:00Z,°C,23.83,1743791400,6d07e561-55a4-411a-b05b-3370a95b2d74,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T18:45:00Z,°C,31.66,1743792300,ca9f8931-b9fd-488c-9dbd-8d13420f4bbf,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T19:00:00Z,°C,33.63,1743793200,fc643732-ff6f-43f6-b565-e5d80e0d16ca,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T19:15:00Z,°C,30.04,1743794100,04bfb0c4-75a2-4af5-a0d6-3ae64a4090f6,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T19:30:00Z,°C,24.98,1743795000,dec9b456-7218-447c-9a28-eae1744a4a98,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T19:45:00Z,°C,27.09,1743795900,ab681aef-2536-4844-a5fc-f109412c07d8,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T20:00:00Z,°C,29.31,1743796800,7238a593-ad3d-49a0-b4ef-42848f33c918,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T20:15:00Z,°C,22.0,1743797700,9a05106c-52e8-4ffc-942e-017c1dc2f0f1,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T20:30:00Z,°C,27.83,1743798600,fab785b0-5293-4742-88f4-8137311edc60,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T20:45:00Z,°C,30.37,1743799500,b701994a-7b3b-4835-bd6c-fc5a947db175,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T21:00:00Z,°C,22.56,1743800400,7a477e8e-ecb9-4267-8bfe-1d69791fd365,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T21:15:00Z,°C,25.15,1743801300,e6e6f61a-49c5-44cd-b204-3c306245abee,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T21:30:00Z,°C,30.66,1743802200,75cbeefe-fa2c-40e9-b81d-ed6b54486d26,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T21:45:00Z,°C,31.48,1743803100,3fe5d3ce-3775-4e14-a45f-18d3de3aef9b,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T22:00:00Z,°C,22.96,1743804000,2d527ec7-5d78-4336-88de-228cef95b03a,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T22:15:00Z,°C,31.38,1743804900,80aeb94b-9867-4d0f-8018-1e70bfa28fdf,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T22:30:00Z,°C,31.63,1743805800,e05caf61-2d57-41a5-8256-9d3bb3d53bbd,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T22:45:00Z,°C,23.86,1743806700,90e76a3f-bc8c-4fa5-9a87-456cd1a1b9f8,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T23:00:00Z,°C,29.68,1743807600,3657ae2b-646f-49ad-962d-72614e6f7b7c,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T23:15:00Z,°C,27.8,1743808500,08ce9919-b7e0-49ca-a9f9-2ddea54c60ed,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T23:30:00Z,°C,28.62,1743809400,d9ce2826-87d4-4298-9004-7d6c0ea1b5a9,temperaturesensor,temp_host_001,temperaturesensor
2025-04-04T23:45:00Z,°C,26.82,1743810300,f90ddaac-6047-42b4-8414-5df66efc43bb,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T00:00:00Z,°C,32.8,1743811200,303217bc-6f37-446f-80cb-7317e1f92784,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T00:15:00Z,°C,31.91,1743812100,8080d98e-699f-4861-894d-7d3e75d241cc,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T00:30:00Z,°C,34.19,1743813000,61285d3e-51d5-4437-bc78-eb98afeab856,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T00:45:00Z,°C,29.57,1743813900,de792c05-ff61-49c3-b159-0e65db73e8ef,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T01:00:00Z,°C,32.93,1743814800,5c777751-9b6e-488b-bff6-c12c7b2e9ae4,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T01:15:00Z,°C,31.6,1743815700,590febec-d9db-4c2a-a078-301662dbf74d,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T01:30:00Z,°C,22.02,1743816600,fb8f686e-64bd-4f4c-8c7f-e04a227f1682,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T01:45:00Z,°C,29.5,1743817500,3a97e563-56a8-4fef-82c3-fc2f5585f2c3,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T02:00:00Z,°C,18.89,1743818400,bf9551dc-1b65-4f94-80f6-e07197961cbc,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T02:15:00Z,°C,23.57,1743819300,0fc9a61e-8c81-487a-8307-cd1f6218e859,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T02:30:00Z,°C,32.96,1743820200,9c8f4a24-f305-4a13-a086-c11c9ad9fd15,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T02:45:00Z,°C,29.73,1743821100,5a3c75a6-dc88-4035-8d56-355541348e00,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T03:00:00Z,°C,23.0,1743822000,c98a97d6-353e-43a5-ae20-ecdc3b58b7bb,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T03:15:00Z,°C,22.1,1743822900,360358b9-a389-477b-a0a9-a9459c2ba712,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T03:30:00Z,°C,27.39,1743823800,b8d19223-d467-497a-a8cd-f3ac9f6d2148,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T03:45:00Z,°C,27.23,1743824700,54f4db11-e296-42cb-87ec-b457d1e8124b,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T04:00:00Z,°C,24.5,1743825600,1b1bd0d2-8f97-4bfc-a61a-01492664026d,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T04:15:00Z,°C,21.58,1743826500,e1668763-d897-4377-a35d-8c24d8127fe3,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T04:30:00Z,°C,19.49,1743827400,f68ff355-8794-4e12-8b9f-f2ab55ac4416,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T04:45:00Z,°C,25.2,1743828300,4ad6e1aa-89fa-42a4-9e9d-466ea76e188a,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T05:00:00Z,°C,21.75,1743829200,613dcb59-83bb-4fb6-b217-df0d65868fc8,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T05:15:00Z,°C,18.22,1743830100,855f3d30-f77e-4bd9-98b1-60069d235e9a,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T05:30:00Z,°C,27.21,1743831000,b19cc919-24e6-4461-b423-6a6fda689b8e,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T05:45:00Z,°C,27.43,1743831900,f53da821-0887-4328-88d4-eb6b4c80e1d5,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T06:00:00Z,°C,21.58,1743832800,7757452f-5e45-456d-ae34-f284afa72b17,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T06:15:00Z,°C,32.09,1743833700,386cbe5e-da2d-4769-88ef-8279433debb9,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T06:30:00Z,°C,21.8,1743834600,8dffda59-5a35-48b6-9488-161e3af9484f,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T06:45:00Z,°C,26.99,1743835500,b9a5edee-905a-4f8c-b5a4-151d547bc77a,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T07:00:00Z,°C,32.51,1743836400,2bafe91d-3ab3-4968-93a0-97bb835d0277,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T07:15:00Z,°C,19.89,1743837300,9c0d1b55-0fec-4705-a428-8fc7c4d060ca,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T07:30:00Z,°C,32.22,1743838200,5f25b14b-654c-4ffc-bf36-7ea0f1035eef,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T07:45:00Z,°C,34.52,1743839100,ab03aab6-6f8f-43e7-be13-535950e0e842,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T08:00:00Z,°C,22.96,1743840000,acaea232-2ece-4d25-ac01-33844e09a2ae,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T08:15:00Z,°C,30.41,1743840900,58152778-08c6-4cc7-9746-27f73a723cec,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T08:30:00Z,°C,22.07,1743841800,c5b97340-7443-4c73-90b6-f14c23d0de1d,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T08:45:00Z,°C,19.66,1743842700,60e41bdb-89e3-4e03-82f8-d55cd15dce67,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T09:00:00Z,°C,23.91,1743843600,e2d5595b-d874-4acc-b14b-e237081f07ae,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T09:15:00Z,°C,33.46,1743844500,987826ad-9d14-47e8-8ba8-96adbedce619,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T09:30:00Z,°C,24.03,1743845400,7a228638-1f52-4c6b-8df1-40dd2c82db10,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T09:45:00Z,°C,20.02,1743846300,07eef43d-04b3-46aa-bb7d-3eb55399ab93,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T10:00:00Z,°C,28.86,1743847200,7004b7d8-ae94-4926-92e2-2647fbee64d2,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T10:15:00Z,°C,25.11,1743848100,b06eb4b0-e85e-465d-a507-2246cd20213e,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T10:30:00Z,°C,28.05,1743849000,036ac94b-c84a-43ff-ac05-86f9706307d5,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T10:45:00Z,°C,25.87,1743849900,a0de7eb3-2a18-49d9-8a74-fe412fc96d27,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T11:00:00Z,°C,21.04,1743850800,fc7c7b3f-f02e-47e8-889f-eabc1a5e1cff,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T11:15:00Z,°C,22.54,1743851700,2724b189-5805-4c47-b56b-0107b92c98cc,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T11:30:00Z,°C,32.73,1743852600,eeac806e-b49e-46fa-9682-ea741d096fed,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T11:45:00Z,°C,27.75,1743853500,9c5d255c-dc6c-48d0-938a-90208db41e4b,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T12:00:00Z,°C,25.22,1743854400,c08428a8-3be5-45e6-9f76-9108d990ecf7,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T12:15:00Z,°C,18.2,1743855300,0e1e4147-aea2-4a5c-8067-90b80fc7951f,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T12:30:00Z,°C,29.8,1743856200,bb4e6a6d-8a85-4872-9388-33baf5d00f4b,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T12:45:00Z,°C,29.33,1743857100,4ef9986b-e4cd-4f38-b290-5b01de7d4a41,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T13:00:00Z,°C,18.05,1743858000,933b05d8-570a-4ddc-8707-a881f7f614e5,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T13:15:00Z,°C,30.61,1743858900,17d582ed-e947-46a0-a1bb-7522b67c126c,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T13:30:00Z,°C,22.18,1743859800,e5863751-c12c-470e-94dd-7797a465cca5,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T13:45:00Z,°C,18.99,1743860700,744c1493-5113-4d9e-94a5-f96ff9415940,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T14:00:00Z,°C,31.25,1743861600,5323c6a3-13eb-4d6b-ae67-5944d9b7441e,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T14:15:00Z,°C,24.88,1743862500,b9227fad-a93f-434a-9fbe-aad6d0338d09,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T14:30:00Z,°C,18.02,1743863400,ba4e3659-4d17-4e99-a289-69e248996825,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T14:45:00Z,°C,26.58,1743864300,0eca8dc7-f7d4-4621-8ee4-02d07e33c178,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T15:00:00Z,°C,22.22,1743865200,81840acd-cb0b-4088-aad3-644af32c7629,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T15:15:00Z,°C,23.74,1743866100,b9b5c25a-0591-4af0-861d-45edaf680913,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T15:30:00Z,°C,33.24,1743867000,01710be7-3168-4099-9057-5f5b2a9401ee,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T15:45:00Z,°C,27.86,1743867900,156df257-96fa-48c0-a9bf-99e91911524f,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T16:00:00Z,°C,31.55,1743868800,109f636a-fd57-4e6b-9b44-5ea24f484d25,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T16:15:00Z,°C,21.84,1743869700,c27c8c6c-69a5-4ec4-8a1a-1ae7d36a4c00,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T16:30:00Z,°C,24.51,1743870600,15061b50-3d73-4638-8e56-0212e1e3c7ac,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T16:45:00Z,°C,18.59,1743871500,d07e1b0d-221a-48e7-9d93-7c6404dcf6a0,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T17:00:00Z,°C,23.93,1743872400,04745f28-b4fd-4020-ad53-734e53af1f63,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T17:15:00Z,°C,33.19,1743873300,30cb6818-11f9-4b39-a1a0-d9b621f48001,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T17:30:00Z,°C,24.38,1743874200,368987fa-2c1c-4309-9d1f-52d90fe7f511,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T17:45:00Z,°C,27.25,1743875100,bda9fbb3-b54d-4837-b99d-7f76f0769735,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T18:00:00Z,°C,31.79,1743876000,c66a3c66-3a9e-40ea-84fd-9f2b0644c631,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T18:15:00Z,°C,22.59,1743876900,f899b8b6-4ef3-403d-ae43-908e0d91ce2a,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T18:30:00Z,°C,19.74,1743877800,d161f04b-849a-4bc2-8d50-d26829b3b4f7,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T18:45:00Z,°C,30.61,1743878700,2cb2f1ef-6e8e-4377-aeba-c56ebbc063eb,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T19:00:00Z,°C,25.97,1743879600,b2a3c6cf-8e91-496e-be41-9573f482caaf,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T19:15:00Z,°C,31.46,1743880500,dfa26437-bf30-4970-b0ce-a385a05ec448,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T19:30:00Z,°C,25.2,1743881400,08ef8897-50f6-4395-9711-ef92edef9d78,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T19:45:00Z,°C,25.77,1743882300,bba3890e-0702-47a8-8886-74d4cbb57abb,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T20:00:00Z,°C,20.68,1743883200,8211c565-a9d5-41dd-a74b-97d1d28840a2,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T20:15:00Z,°C,18.61,1743884100,dd4c721a-ccc5-4aee-800b-34d9455e92c6,temperaturesensor,temp_host_001,temperaturesensor
2025-04-05T20:30:00Z,°C,34.57,1743885000,00cd0bf2-632d-4ed9-b19d-802d528a4aff,temperaturesensor,temp_host_001,temperaturesensor
